"page_id","0_triple_id","0_post_A","0_post_B","1_triple_id","1_post_A","1_post_B","2_triple_id","2_post_A","2_post_B","3_triple_id","3_post_A","3_post_B","4_triple_id","4_post_A","4_post_B","5_triple_id","5_post_A","5_post_B","6_triple_id","6_post_A","6_post_B"
"1541","3851","post_0","post_1","5940","post_0","post_1","3223","post_1","post_2","6576","post_1","post_2","6242","post_0","post_1","4521","post_1","post_2","942","post_1","post_2"
"1542","1404","post_0","post_1","2590","post_0","post_1","5336","post_0","post_1","661","post_0","post_1","4648","post_0","post_2","767","post_1","post_2","2302","post_0","post_2"
"1543","3955","post_0","post_1","638","post_0","post_2","5039","post_0","post_2","647","post_0","post_1","946","post_0","post_1","1567","post_0","post_2","1372","post_1","post_2"
"1544","3032","post_0","post_2","4413","post_0","post_2","2758","post_0","post_2","46","post_1","post_2","4114","post_0","post_2","6407","post_0","post_2","6073","post_0","post_2"
"1545","6045","post_0","post_1","4251","post_1","post_2","5374","post_0","post_2","957","post_0","post_2","5639","post_0","post_1","3568","post_0","post_2","6787","post_1","post_2"
"1546","2489","post_0","post_2","1832","post_0","post_2","3742","post_0","post_2","4059","post_0","post_2","6789","post_0","post_1","6128","post_0","post_1","5157","post_0","post_2"
"1547","4530","post_0","post_2","1386","post_1","post_2","576","post_0","post_2","2310","post_0","post_1","6057","post_0","post_1","692","post_0","post_1","546","post_0","post_1"
"1548","1927","post_0","post_2","1967","post_1","post_2","3841","post_0","post_2","1257","post_0","post_2","2415","post_0","post_2","1139","post_0","post_1","4999","post_0","post_2"
"1549","2812","post_0","post_2","1668","post_0","post_2","5904","post_0","post_2","2201","post_0","post_2","2521","post_0","post_1","5244","post_0","post_1","2636","post_0","post_1"
"1550","6344","post_0","post_1","755","post_0","post_2","565","post_1","post_2","3479","post_0","post_1","1904","post_1","post_2","4706","post_1","post_2","413","post_0","post_1"
"1551","4541","post_1","post_2","4","post_1","post_2","5088","post_0","post_1","3058","post_0","post_1","3231","post_1","post_2","984","post_0","post_2","4115","post_0","post_2"
"1552","1606","post_0","post_2","856","post_1","post_2","4470","post_0","post_2","1349","post_0","post_1","1107","post_0","post_1","1839","post_0","post_1","5777","post_1","post_2"
"1553","2990","post_0","post_1","860","post_0","post_1","4349","post_1","post_2","380","post_1","post_2","3673","post_0","post_1","960","post_0","post_1","3993","post_0","post_1"
"1554","3915","post_0","post_2","5314","post_1","post_2","1721","post_0","post_1","2309","post_0","post_1","2834","post_0","post_1","2691","post_0","post_1","790","post_0","post_2"
"1555","5784","post_0","post_2","5932","post_0","post_1","3341","post_0","post_1","3491","post_1","post_2","4603","post_0","post_1","1855","post_1","post_2","2379","post_0","post_2"
"1556","1327","post_0","post_1","1288","post_1","post_2","676","post_0","post_2","1991","post_0","post_2","2500","post_0","post_2","2874","post_1","post_2","4620","post_0","post_2"
"1557","6283","post_0","post_1","5199","post_1","post_2","5530","post_0","post_2","5107","post_1","post_2","1262","post_0","post_1","5950","post_0","post_2","713","post_1","post_2"
"1558","5194","post_1","post_2","350","post_0","post_2","961","post_1","post_2","2441","post_0","post_1","456","post_0","post_2","5352","post_1","post_2","2870","post_0","post_1"
"1559","4076","post_0","post_2","2919","post_1","post_2","463","post_0","post_1","1237","post_0","post_1","5654","post_1","post_2","4770","post_1","post_2","5176","post_0","post_2"
"1560","2763","post_1","post_2","998","post_0","post_2","6472","post_0","post_2","2923","post_0","post_1","4472","post_0","post_1","2280","post_0","post_2","4142","post_0","post_2"
"1561","3014","post_0","post_1","1157","post_0","post_2","2484","post_0","post_2","4497","post_0","post_2","6288","post_0","post_2","6320","post_0","post_1","4840","post_1","post_2"
"1562","14","post_1","post_2","3350","post_1","post_2","1970","post_0","post_1","351","post_0","post_1","2462","post_0","post_2","5851","post_0","post_2","2381","post_0","post_1"
"1563","4656","post_0","post_1","2069","post_0","post_2","4277","post_1","post_2","5090","post_0","post_2","1280","post_1","post_2","3188","post_0","post_1","1511","post_0","post_2"
"1564","2225","post_0","post_2","3103","post_1","post_2","3292","post_0","post_2","6367","post_0","post_1","6040","post_0","post_2","4738","post_0","post_2","5247","post_0","post_2"
"1565","4881","post_0","post_2","6478","post_0","post_2","6557","post_0","post_1","948","post_0","post_2","3377","post_0","post_2","4437","post_0","post_1","4334","post_0","post_2"
"1566","4531","post_0","post_2","2589","post_0","post_1","5688","post_0","post_1","2453","post_1","post_2","1721","post_1","post_2","1518","post_0","post_2","6426","post_1","post_2"
"1567","2358","post_0","post_2","2768","post_0","post_1","2594","post_0","post_1","6796","post_0","post_1","6029","post_0","post_1","2454","post_0","post_1","66","post_1","post_2"
"1568","5708","post_1","post_2","2761","post_0","post_2","2651","post_1","post_2","1113","post_0","post_2","3069","post_0","post_2","6037","post_0","post_2","6602","post_0","post_1"
"1569","1096","post_1","post_2","1871","post_0","post_2","3196","post_0","post_1","5371","post_1","post_2","1549","post_0","post_2","5999","post_0","post_2","698","post_0","post_1"
"1570","4888","post_0","post_2","235","post_1","post_2","2033","post_0","post_1","3457","post_0","post_1","2644","post_1","post_2","5112","post_0","post_1","6578","post_1","post_2"
"1571","1750","post_0","post_2","760","post_0","post_1","4643","post_0","post_2","4553","post_0","post_2","1716","post_0","post_1","396","post_0","post_2","2407","post_0","post_1"
"1572","5591","post_0","post_1","2652","post_0","post_2","1965","post_1","post_2","6595","post_0","post_2","3417","post_0","post_2","4790","post_1","post_2","474","post_0","post_1"
"1573","1506","post_0","post_1","5101","post_0","post_1","1606","post_1","post_2","2148","post_0","post_2","2693","post_0","post_2","3126","post_0","post_1","3152","post_1","post_2"
"1574","5660","post_0","post_2","3408","post_0","post_2","5752","post_0","post_2","6659","post_0","post_1","3982","post_0","post_1","4920","post_0","post_1","2409","post_0","post_1"
"1575","6622","post_0","post_2","4505","post_0","post_1","3867","post_0","post_2","6673","post_0","post_2","1800","post_0","post_2","3094","post_0","post_2","5126","post_1","post_2"
"1576","901","post_1","post_2","6755","post_0","post_2","6475","post_0","post_2","458","post_0","post_1","6670","post_0","post_2","5859","post_1","post_2","1466","post_0","post_2"
"1577","2707","post_0","post_1","1028","post_1","post_2","2546","post_0","post_1","5397","post_0","post_2","3717","post_0","post_1","4353","post_0","post_2","4628","post_0","post_2"
"1578","4960","post_1","post_2","1984","post_0","post_2","6490","post_0","post_2","3435","post_1","post_2","2491","post_1","post_2","4104","post_0","post_1","1020","post_1","post_2"
"1579","6399","post_0","post_1","3772","post_1","post_2","329","post_0","post_2","2809","post_0","post_2","914","post_0","post_1","924","post_0","post_2","3183","post_0","post_1"
"1580","2786","post_1","post_2","2226","post_1","post_2","3365","post_0","post_2","6686","post_0","post_2","5859","post_0","post_1","594","post_0","post_2","4812","post_0","post_1"
"1581","3201","post_0","post_1","1983","post_0","post_2","628","post_1","post_2","1251","post_0","post_1","2825","post_0","post_2","734","post_0","post_2","3736","post_1","post_2"
"1582","5807","post_0","post_2","5116","post_0","post_1","5291","post_0","post_2","1426","post_1","post_2","598","post_1","post_2","5492","post_0","post_2","3849","post_1","post_2"
"1583","998","post_1","post_2","466","post_1","post_2","4992","post_0","post_2","4427","post_0","post_1","3977","post_0","post_1","3188","post_0","post_2","5969","post_0","post_1"
"1584","1884","post_0","post_2","2765","post_1","post_2","1002","post_1","post_2","2507","post_0","post_2","4423","post_0","post_2","4346","post_0","post_2","4631","post_0","post_2"
"1585","6412","post_0","post_1","3934","post_0","post_2","3005","post_0","post_2","6765","post_0","post_1","6355","post_0","post_1","5851","post_1","post_2","2525","post_0","post_2"
"1586","6639","post_1","post_2","2026","post_0","post_1","4777","post_1","post_2","1362","post_0","post_1","2411","post_1","post_2","2144","post_1","post_2","1664","post_1","post_2"
"1587","6449","post_0","post_2","3378","post_1","post_2","4532","post_0","post_2","3807","post_1","post_2","2602","post_0","post_1","6138","post_0","post_1","2701","post_0","post_2"
"1588","2573","post_0","post_1","1333","post_0","post_2","4213","post_0","post_2","5510","post_0","post_1","1878","post_0","post_1","723","post_0","post_2","6731","post_0","post_2"
"1589","611","post_0","post_2","6058","post_0","post_2","4095","post_0","post_1","1055","post_1","post_2","4974","post_1","post_2","1172","post_0","post_1","5837","post_0","post_2"
"1590","2057","post_1","post_2","3034","post_0","post_1","3857","post_1","post_2","5223","post_0","post_2","6134","post_1","post_2","5121","post_0","post_2","5321","post_0","post_2"
"1591","2982","post_0","post_2","351","post_0","post_2","1089","post_0","post_2","869","post_1","post_2","5569","post_0","post_1","1065","post_1","post_2","5628","post_0","post_2"
"1592","4122","post_0","post_2","3384","post_0","post_2","3268","post_0","post_1","6006","post_1","post_2","826","post_0","post_1","2917","post_0","post_2","2088","post_0","post_1"
"1593","762","post_0","post_2","3528","post_0","post_2","5925","post_0","post_2","6353","post_1","post_2","2332","post_0","post_1","1012","post_0","post_1","6598","post_0","post_2"
"1594","1410","post_0","post_2","6447","post_0","post_2","6140","post_0","post_1","3879","post_0","post_2","5858","post_0","post_1","5238","post_0","post_2","3725","post_0","post_2"
"1595","6446","post_0","post_2","1213","post_0","post_2","3255","post_0","post_1","52","post_1","post_2","1986","post_0","post_2","2122","post_0","post_2","593","post_0","post_2"
"1596","4577","post_0","post_1","4299","post_1","post_2","968","post_0","post_1","3211","post_0","post_1","1346","post_0","post_2","5850","post_0","post_2","2205","post_0","post_1"
"1597","6188","post_1","post_2","3106","post_1","post_2","635","post_1","post_2","2130","post_1","post_2","4880","post_0","post_1","3855","post_0","post_2","3089","post_0","post_1"
"1598","6610","post_0","post_2","4666","post_0","post_2","1919","post_0","post_1","5107","post_0","post_2","2736","post_0","post_1","5797","post_0","post_2","1562","post_0","post_2"
"1599","5541","post_0","post_2","6639","post_0","post_2","1989","post_0","post_1","3589","post_0","post_1","2066","post_0","post_1","910","post_1","post_2","6609","post_0","post_2"
"1600","963","post_0","post_1","1112","post_0","post_1","2039","post_0","post_2","4563","post_1","post_2","844","post_1","post_2","3096","post_0","post_1","244","post_0","post_1"
"1601","6619","post_0","post_2","4525","post_0","post_2","1081","post_0","post_1","5552","post_0","post_2","6034","post_1","post_2","1712","post_0","post_2","851","post_1","post_2"
"1602","6671","post_0","post_1","6494","post_0","post_1","1531","post_0","post_2","120","post_0","post_1","2607","post_0","post_1","1693","post_0","post_1","5995","post_1","post_2"
"1603","4168","post_0","post_1","1895","post_0","post_2","2035","post_1","post_2","6012","post_0","post_2","5750","post_0","post_2","482","post_0","post_1","3594","post_0","post_2"
"1604","6250","post_0","post_1","1293","post_0","post_2","5910","post_1","post_2","4974","post_0","post_1","306","post_0","post_1","2383","post_1","post_2","2476","post_0","post_2"
"1605","3744","post_0","post_2","3442","post_0","post_1","3554","post_0","post_2","3763","post_0","post_2","2798","post_0","post_1","5499","post_0","post_1","2635","post_0","post_1"
"1606","3323","post_1","post_2","1930","post_0","post_1","4327","post_1","post_2","5954","post_0","post_2","1357","post_0","post_2","6713","post_0","post_2","3962","post_0","post_1"
"1607","369","post_0","post_1","503","post_0","post_2","1874","post_0","post_2","2936","post_0","post_2","5401","post_0","post_2","6126","post_1","post_2","3880","post_0","post_2"
"1608","1865","post_1","post_2","1709","post_0","post_1","2188","post_0","post_2","4859","post_0","post_1","5232","post_0","post_1","5607","post_0","post_2","6747","post_0","post_2"
"1609","33","post_1","post_2","5876","post_0","post_1","365","post_0","post_1","2454","post_0","post_2","4350","post_1","post_2","2009","post_1","post_2","3349","post_0","post_1"
"1610","1608","post_0","post_2","4017","post_0","post_1","2450","post_1","post_2","4239","post_0","post_2","4478","post_0","post_2","922","post_0","post_1","789","post_1","post_2"
"1611","1178","post_1","post_2","98","post_0","post_2","5637","post_1","post_2","1272","post_0","post_2","5581","post_0","post_1","2121","post_1","post_2","749","post_0","post_2"
"1612","5362","post_0","post_2","6434","post_0","post_1","3824","post_0","post_1","488","post_1","post_2","36","post_1","post_2","2728","post_0","post_1","4686","post_0","post_2"
"1613","4887","post_0","post_1","4993","post_1","post_2","5131","post_0","post_2","321","post_0","post_2","1079","post_0","post_2","3333","post_1","post_2","6234","post_0","post_2"
"1614","1943","post_0","post_1","6132","post_0","post_2","3037","post_1","post_2","6509","post_0","post_2","4903","post_1","post_2","2664","post_0","post_2","2696","post_0","post_1"
"1615","4577","post_0","post_2","2491","post_0","post_1","4806","post_0","post_2","4006","post_0","post_2","2994","post_0","post_1","3248","post_1","post_2","1390","post_0","post_1"
"1616","4883","post_1","post_2","2070","post_0","post_1","4246","post_1","post_2","3591","post_0","post_1","6633","post_0","post_2","471","post_0","post_2","877","post_1","post_2"
"1617","3655","post_1","post_2","5008","post_1","post_2","1180","post_0","post_1","4056","post_0","post_2","5771","post_0","post_2","1509","post_0","post_1","704","post_0","post_2"
